                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                 1.0757,                 0.9893,                 1.6829,                0.98179,                0.98539,                0.99051,                0.82826,                0.76999,                0.54728,                 1.4427,             0.00050896,             0.00050896,             0.00050896
                    126,                 1.0407,                 1.0028,                 1.6615,                0.98586,                0.98991,                0.99058,                0.81499,                0.78506,                0.56174,                 1.4668,               0.000505,               0.000505,               0.000505
                    127,                 1.0232,                0.95253,                 1.6507,                0.98447,                0.98751,                0.99051,                0.81225,                0.74915,                0.56464,                 1.4157,             0.00050104,             0.00050104,             0.00050104
                    128,                 1.0027,                0.96191,                 1.6321,                0.99326,                 0.9916,                0.99069,                0.82216,                 0.7496,                0.54442,                 1.4337,             0.00049708,             0.00049708,             0.00049708
                    129,                 1.0779,                0.97653,                 1.6512,                0.99146,                0.99172,                 0.9911,                0.82104,                 0.7614,                 0.5305,                 1.4335,             0.00049312,             0.00049312,             0.00049312
                    130,                0.97555,                0.88226,                 1.5986,                0.98643,                0.98638,                0.99076,                0.82103,                0.74735,                0.52582,                 1.4257,             0.00048916,             0.00048916,             0.00048916
                    131,                  1.026,                0.90857,                 1.5949,                0.98614,                0.99344,                0.99122,                0.82729,                0.74648,                0.54532,                 1.4125,              0.0004852,              0.0004852,              0.0004852
                    132,                 1.0434,                0.99433,                 1.6308,                0.97028,                0.99444,                0.99103,                0.83046,                0.72812,                0.55332,                 1.3955,             0.00048124,             0.00048124,             0.00048124
                    133,                 1.0071,                0.93883,                 1.6283,                0.98649,                0.98791,                0.99133,                0.83789,                0.73803,                 0.5411,                 1.4045,             0.00047728,             0.00047728,             0.00047728
                    134,                 1.0069,                0.95192,                 1.6149,                0.99371,                0.98436,                 0.9915,                 0.8276,                0.74703,                0.53907,                  1.407,             0.00047332,             0.00047332,             0.00047332
                    135,                0.93325,                0.84045,                 1.5598,                0.99224,                0.99326,                 0.9915,                0.83341,                0.75031,                0.50595,                 1.4006,             0.00046936,             0.00046936,             0.00046936
                    136,                0.98291,                0.85902,                 1.6171,                0.98725,                0.99198,                0.99181,                0.81944,                0.74867,                0.52677,                 1.3839,              0.0004654,              0.0004654,              0.0004654
                    137,                 1.0251,                0.92231,                 1.6125,                0.99581,                0.98792,                0.99195,                0.82271,                0.73705,                0.50861,                 1.3875,             0.00046144,             0.00046144,             0.00046144
                    138,                 1.0418,                0.91005,                  1.634,                0.99761,                0.99041,                0.99111,                0.80579,                0.79416,                0.52177,                 1.4677,             0.00045748,             0.00045748,             0.00045748
                    139,                 1.1759,                 1.2208,                 1.6872,                0.99203,                0.99099,                0.99357,                0.82372,                0.75415,                0.54121,                 1.4127,             0.00045352,             0.00045352,             0.00045352
                    140,                0.98116,                0.88194,                 1.6009,                 0.9866,                0.99086,                0.99179,                 0.8445,                0.71352,                0.53048,                 1.3714,             0.00044956,             0.00044956,             0.00044956
                    141,                 1.0294,                0.94317,                 1.6505,                0.98682,                0.99177,                0.99207,                0.83238,                0.73774,                0.51378,                 1.3752,              0.0004456,              0.0004456,              0.0004456
                    142,                 1.0089,                0.91083,                  1.632,                0.97997,                0.99444,                0.99195,                0.83164,                0.72063,                0.50582,                 1.3743,             0.00044164,             0.00044164,             0.00044164
                    143,                 1.0432,                0.91921,                 1.6545,                0.99093,                0.99077,                0.99132,                0.83373,                0.70654,                0.50658,                 1.3722,             0.00043768,             0.00043768,             0.00043768
                    144,                 1.0232,                   0.93,                 1.6228,                0.98799,                0.99075,                0.99238,                0.83325,                0.71725,                 0.4895,                 1.4008,             0.00043372,             0.00043372,             0.00043372
                    145,                 1.0219,                0.96958,                 1.5945,                 0.9852,                0.99444,                0.99259,                0.80468,                0.80152,                0.52212,                  1.444,             0.00042976,             0.00042976,             0.00042976
                    146,                0.97903,                0.92375,                 1.6319,                0.98838,                0.99366,                0.99366,                0.84774,                0.65287,                0.47793,                 1.3507,              0.0004258,              0.0004258,              0.0004258
                    147,                 1.0093,                0.95124,                 1.6069,                0.99157,                0.99218,                0.99227,                0.82341,                0.72485,                0.48919,                 1.3929,             0.00042184,             0.00042184,             0.00042184
                    148,                 0.9931,                0.89338,                 1.6094,                0.98116,                0.98518,                0.99125,                 0.8295,                0.72402,                0.53078,                  1.368,             0.00041788,             0.00041788,             0.00041788
                    149,                0.91985,                0.84247,                 1.5341,                0.99157,                0.98634,                0.99283,                0.85182,                0.66156,                0.47986,                 1.3349,             0.00041392,             0.00041392,             0.00041392
                    150,                 1.0097,                0.92439,                 1.5856,                0.99101,                0.98765,                0.99309,                0.84944,                 0.6606,                0.47599,                  1.343,             0.00040996,             0.00040996,             0.00040996
                    151,                0.94418,                0.86181,                 1.5375,                 0.9935,                0.99042,                0.99333,                0.80085,                 0.8049,                0.51015,                 1.4126,               0.000406,               0.000406,               0.000406
                    152,                0.97836,                0.94735,                 1.5769,                0.99249,                0.98987,                0.99319,                0.82487,                0.72439,                0.51562,                 1.3731,             0.00040204,             0.00040204,             0.00040204
                    153,                0.95304,                0.86949,                 1.5556,                0.98729,                0.99444,                0.99246,                0.81628,                0.76913,                0.50093,                 1.4343,             0.00039808,             0.00039808,             0.00039808
                    154,                0.96161,                0.86359,                 1.5789,                0.98756,                0.99444,                 0.9916,                0.83221,                0.70311,                0.49202,                 1.3526,             0.00039412,             0.00039412,             0.00039412
                    155,                 1.0063,                0.89785,                 1.5602,                0.99391,                0.98567,                0.99133,                 0.8349,                0.70617,                0.49476,                 1.3649,             0.00039016,             0.00039016,             0.00039016
                    156,                0.95472,                0.86894,                 1.5865,                0.99303,                0.98786,                0.99187,                0.84309,                0.67461,                0.49192,                 1.3182,              0.0003862,              0.0003862,              0.0003862
                    157,                0.92265,                0.86587,                 1.5281,                0.99637,                0.99028,                0.99217,                0.81827,                0.80586,                0.48058,                 1.4496,             0.00038224,             0.00038224,             0.00038224
                    158,                0.94485,                0.85042,                 1.5453,                0.98815,                0.99025,                0.99224,                0.84885,                0.65491,                0.47829,                 1.3155,             0.00037828,             0.00037828,             0.00037828
                    159,                 0.9831,                0.84987,                 1.5655,                0.98857,                 0.9922,                0.99211,                0.81302,                0.79438,                 0.5314,                 1.4138,             0.00037432,             0.00037432,             0.00037432
                    160,                0.95125,                0.85779,                 1.5307,                0.99637,                0.98677,                0.99198,                0.83411,                0.72124,                0.48715,                  1.378,             0.00037036,             0.00037036,             0.00037036
                    161,                0.98208,                0.84094,                 1.5903,                0.99595,                0.99309,                0.99259,                0.84149,                0.70261,                 0.4961,                 1.3366,              0.0003664,              0.0003664,              0.0003664
                    162,                0.96153,                0.84554,                 1.5541,                 0.9949,                0.98349,                0.99252,                0.85039,                0.67682,                0.48734,                  1.342,             0.00036244,             0.00036244,             0.00036244
                    163,                0.97747,                0.85815,                 1.5719,                0.99656,                0.99005,                0.99288,                0.83471,                0.71734,                0.46984,                 1.3458,             0.00035848,             0.00035848,             0.00035848
                    164,                0.94464,                0.84428,                 1.5449,                0.99257,                0.99103,                0.99319,                0.85137,                0.64221,                0.47009,                 1.3194,             0.00035452,             0.00035452,             0.00035452
                    165,                0.94686,                0.81046,                 1.5608,                0.97778,                0.99397,                0.99218,                0.84677,                0.66385,                0.49197,                 1.3219,             0.00035056,             0.00035056,             0.00035056
                    166,                0.96535,                0.84794,                 1.5239,                0.99154,                0.99153,                0.99395,                 0.8545,                0.66079,                0.46467,                 1.3287,              0.0003466,              0.0003466,              0.0003466
                    167,                0.95527,                0.86614,                 1.5593,                0.99247,                0.98418,                0.99349,                0.85092,                0.65696,                0.47654,                 1.3278,             0.00034264,             0.00034264,             0.00034264
                    168,                0.91102,                0.80507,                 1.5054,                0.99043,                0.99144,                0.99395,                 0.8521,                0.68376,                 0.4717,                 1.3384,             0.00033868,             0.00033868,             0.00033868
                    169,                0.94593,                0.93043,                 1.5409,                0.98861,                0.99224,                0.99429,                0.85605,                0.64321,                0.45728,                 1.2877,             0.00033472,             0.00033472,             0.00033472
                    170,                0.93033,                0.82423,                 1.5748,                0.98708,                0.99234,                0.99395,                0.85074,                0.66535,                 0.4519,                 1.3221,             0.00033076,             0.00033076,             0.00033076
                    171,                0.88494,                0.76442,                 1.5003,                0.98828,                0.99165,                0.99294,                0.86107,                0.63363,                0.44729,                 1.2783,              0.0003268,              0.0003268,              0.0003268
                    172,                0.88437,                0.79871,                 1.4772,                0.99743,                0.98573,                0.99349,                0.86617,                0.63621,                0.45001,                 1.3096,             0.00032284,             0.00032284,             0.00032284
                    173,                0.86906,                0.76747,                 1.4512,                 0.9933,                0.98043,                0.99349,                0.85678,                0.63433,                0.44986,                 1.3015,             0.00031888,             0.00031888,             0.00031888
                    174,                0.94669,                0.86683,                 1.5808,                0.98654,                0.98605,                0.99313,                0.84742,                0.67111,                0.46073,                 1.3386,             0.00031492,             0.00031492,             0.00031492
                    175,                0.89088,                0.79617,                 1.4794,                0.98785,                0.98994,                0.99366,                0.86115,                0.64886,                0.45955,                 1.3023,             0.00031096,             0.00031096,             0.00031096
                    176,                0.84373,                0.75297,                  1.427,                0.98096,                0.98669,                0.99386,                0.85657,                0.65744,                0.47276,                 1.3132,               0.000307,               0.000307,               0.000307
                    177,                0.91307,                0.85766,                 1.5418,                 0.9805,                0.98889,                0.99415,                0.85199,                0.63553,                0.46365,                 1.2716,             0.00030304,             0.00030304,             0.00030304
                    178,                 1.0086,                0.85019,                   1.59,                0.98828,                0.99346,                0.99358,                0.82784,                0.72493,                0.47072,                 1.3405,             0.00029908,             0.00029908,             0.00029908
                    179,                0.86371,                0.74212,                 1.4812,                0.98923,                0.99224,                0.99429,                0.85138,                0.66238,                0.44118,                   1.31,             0.00029512,             0.00029512,             0.00029512
                    180,                0.85823,                0.79647,                 1.4858,                0.98656,                0.99444,                0.99429,                0.87146,                0.59774,                0.43001,                 1.2511,             0.00029116,             0.00029116,             0.00029116
                    181,                0.91664,                0.82737,                 1.5239,                0.99465,                0.99444,                0.99469,                 0.8649,                0.61545,                 0.4221,                 1.2741,              0.0002872,              0.0002872,              0.0002872
                    182,                0.88548,                 0.8144,                 1.5018,                0.99227,                0.99444,                0.99484,                0.87759,                0.59441,                0.42933,                 1.2564,             0.00028324,             0.00028324,             0.00028324
                    183,                0.80704,                0.73047,                 1.4028,                0.99409,                0.99225,                0.99455,                0.86813,                0.59998,                0.42119,                 1.2629,             0.00027928,             0.00027928,             0.00027928
                    184,                 0.8152,                0.70822,                 1.4484,                0.98794,                0.99444,                0.99416,                0.86664,                 0.5997,                0.41374,                 1.2526,             0.00027532,             0.00027532,             0.00027532
                    185,                0.87213,                0.78705,                 1.4737,                0.99367,                0.99318,                0.99484,                0.86815,                0.58675,                0.41019,                 1.2435,             0.00027136,             0.00027136,             0.00027136
                    186,                0.86181,                0.78376,                 1.4393,                 0.9949,                0.98701,                0.99453,                0.86936,                0.60409,                 0.4482,                 1.2699,              0.0002674,              0.0002674,              0.0002674
                    187,                0.91398,                0.77195,                 1.5212,                0.97927,                0.98594,                0.99436,                0.85887,                0.64357,                0.48243,                 1.2817,             0.00026344,             0.00026344,             0.00026344
                    188,                0.87411,                0.78062,                 1.5024,                0.99481,                 0.9873,                0.99484,                0.87453,                0.60024,                0.43141,                 1.2498,             0.00025948,             0.00025948,             0.00025948
                    189,                0.91202,                0.79376,                  1.527,                0.99106,                0.98985,                0.99469,                0.86336,                0.62694,                0.43889,                 1.2574,             0.00025552,             0.00025552,             0.00025552
                    190,                0.88193,                0.81973,                 1.4573,                0.99598,                0.98984,                0.99469,                0.88366,                0.57062,                0.39579,                 1.2107,             0.00025156,             0.00025156,             0.00025156
                    191,                0.81426,                0.71181,                 1.4027,                0.99604,                0.98473,                0.99452,                0.87174,                0.60913,                 0.3953,                 1.2486,              0.0002476,              0.0002476,              0.0002476
                    192,                0.87125,                0.78065,                 1.4657,                0.99635,                0.98833,                0.99452,                0.88642,                0.56848,                0.40161,                 1.2221,             0.00024364,             0.00024364,             0.00024364
                    193,                0.79636,                0.69431,                 1.4253,                0.99691,                0.99306,                0.99417,                0.87481,                0.59147,                0.41396,                 1.2458,             0.00023968,             0.00023968,             0.00023968
                    194,                0.86088,                0.74865,                 1.4804,                 0.9963,                0.99295,                0.99441,                0.85969,                0.61605,                0.42672,                 1.2434,             0.00023572,             0.00023572,             0.00023572
                    195,                0.88078,                0.78567,                 1.4909,                0.99173,                0.99444,                0.99469,                 0.8709,                0.60114,                0.43665,                 1.2525,             0.00023176,             0.00023176,             0.00023176
                    196,                0.81529,                0.76297,                 1.4421,                0.99312,                0.99444,                0.99469,                0.88221,                0.56752,                0.40574,                 1.2283,              0.0002278,              0.0002278,              0.0002278
                    197,                0.80807,                0.71002,                 1.4136,                0.98479,                 0.9949,                0.99484,                0.87622,                0.57618,                0.41015,                 1.2467,             0.00022384,             0.00022384,             0.00022384
                    198,                 0.8447,                0.74745,                 1.4504,                0.98653,                0.99444,                0.99469,                0.87614,                0.59422,                0.41564,                 1.2517,             0.00021988,             0.00021988,             0.00021988
                    199,                0.85775,                0.76052,                 1.4749,                0.99417,                0.99444,                0.99469,                0.88255,                0.56883,                 0.4038,                 1.2293,             0.00021592,             0.00021592,             0.00021592
                    200,                0.87885,                0.79985,                  1.495,                0.99531,                 0.9926,                0.99484,                0.87915,                0.57001,                0.40639,                 1.2314,             0.00021196,             0.00021196,             0.00021196
                    201,                0.85162,                0.75048,                 1.4447,                 0.9941,                0.98853,                0.99484,                0.86468,                0.60601,                0.40315,                 1.2584,               0.000208,               0.000208,               0.000208
                    202,                0.87078,                 0.7682,                 1.4701,                0.99583,                0.98688,                0.99452,                0.86486,                0.62096,                0.40449,                 1.2651,             0.00020404,             0.00020404,             0.00020404
                    203,                0.88981,                0.75628,                 1.4801,                 0.9972,                0.98696,                0.99452,                0.87601,                0.56946,                0.40423,                  1.207,             0.00020008,             0.00020008,             0.00020008
                    204,                0.83822,                0.76987,                 1.4282,                0.99742,                0.98622,                0.99468,                0.87448,                0.56841,                 0.3996,                 1.2081,             0.00019612,             0.00019612,             0.00019612
                    205,                0.85721,                0.74508,                 1.4717,                0.98808,                0.99483,                0.99468,                0.88365,                0.55555,                0.39443,                 1.1982,             0.00019216,             0.00019216,             0.00019216
                    206,                0.80892,                0.71302,                  1.419,                0.99019,                0.99449,                0.99484,                0.88641,                0.55614,                0.38494,                 1.2067,              0.0001882,              0.0001882,              0.0001882
                    207,                0.86864,                0.75795,                 1.4738,                0.98872,                0.99489,                0.99468,                0.88446,                0.55931,                0.38253,                 1.2086,             0.00018424,             0.00018424,             0.00018424
                    208,                0.84682,                0.77465,                  1.461,                0.99641,                0.99225,                0.99484,                0.87284,                0.59639,                0.39767,                 1.2448,             0.00018028,             0.00018028,             0.00018028
                    209,                0.81282,                 0.7122,                 1.4426,                0.99557,                0.98889,                0.99468,                0.88382,                0.55774,                0.38148,                 1.2045,             0.00017632,             0.00017632,             0.00017632
                    210,                  0.835,                0.74484,                 1.4172,                0.99553,                0.98889,                0.99468,                0.87243,                0.61035,                0.39948,                 1.2272,             0.00017236,             0.00017236,             0.00017236
                    211,                0.84352,                0.69872,                 1.4467,                0.99577,                0.99246,                0.99484,                0.89359,                 0.5408,                0.38141,                 1.1997,              0.0001684,              0.0001684,              0.0001684
                    212,                0.83391,                 0.6972,                 1.4459,                0.99642,                0.99232,                0.99484,                0.88533,                0.55545,                 0.3812,                 1.2125,             0.00016444,             0.00016444,             0.00016444
                    213,                0.83448,                0.77376,                 1.4286,                0.99719,                0.99279,                0.99484,                 0.8735,                0.59205,                 0.3862,                 1.2126,             0.00016048,             0.00016048,             0.00016048
                    214,                 0.8258,                0.72712,                 1.4466,                0.98908,                0.99487,                0.99468,                0.89101,                0.55788,                0.37968,                 1.1957,             0.00015652,             0.00015652,             0.00015652
                    215,                0.80448,                0.71665,                 1.4242,                0.99746,                0.99138,                0.99484,                0.88336,                 0.5584,                0.38271,                 1.1991,             0.00015256,             0.00015256,             0.00015256
                    216,                 0.8318,                0.73429,                 1.4341,                 0.9971,                0.99063,                0.99484,                0.89431,                0.53022,                0.37938,                  1.174,              0.0001486,              0.0001486,              0.0001486
                    217,                0.78072,                0.69149,                 1.3716,                0.99565,                0.99147,                0.99484,                0.88729,                0.53546,                0.38505,                 1.1837,             0.00014464,             0.00014464,             0.00014464
                    218,                0.82941,                0.72873,                 1.4185,                0.99612,                0.99281,                0.99484,                0.88526,                0.55644,                0.38788,                 1.1879,             0.00014068,             0.00014068,             0.00014068
                    219,                 0.7917,                0.67267,                 1.3805,                0.99696,                0.99259,                0.99484,                0.87526,                0.58467,                0.39618,                 1.1997,             0.00013672,             0.00013672,             0.00013672
                    220,                0.76398,                0.65797,                 1.3814,                0.99625,                0.99291,                0.99484,                0.88153,                0.56761,                0.38484,                 1.1882,             0.00013276,             0.00013276,             0.00013276
                    221,                0.83556,                0.72702,                 1.4313,                0.99596,                0.99312,                0.99484,                0.88562,                0.54744,                 0.3834,                 1.1808,              0.0001288,              0.0001288,              0.0001288
                    222,                 0.7726,                0.66503,                 1.3921,                0.99662,                 0.9925,                0.99484,                0.88352,                0.56861,                0.39271,                 1.1938,             0.00012484,             0.00012484,             0.00012484
                    223,                0.83293,                0.72609,                 1.4133,                0.99645,                0.99391,                0.99469,                0.89097,                0.54373,                0.39096,                 1.1826,             0.00012088,             0.00012088,             0.00012088
                    224,                0.82572,                0.70658,                 1.4345,                0.99662,                0.99285,                0.99469,                0.89406,                0.52962,                0.38341,                 1.1863,             0.00011692,             0.00011692,             0.00011692
                    225,                0.79101,                0.66517,                 1.3934,                0.99755,                0.99321,                0.99469,                0.89374,                0.54818,                0.37649,                 1.1835,             0.00011296,             0.00011296,             0.00011296
                    226,                0.76141,                0.65313,                 1.3787,                0.99756,                0.99279,                0.99469,                  0.893,                 0.5234,                0.36769,                 1.1661,               0.000109,               0.000109,               0.000109
                    227,                0.80527,                0.68256,                 1.4172,                0.99713,                0.99268,                0.99484,                0.89566,                0.52688,                0.36135,                 1.1661,             0.00010504,             0.00010504,             0.00010504
                    228,                 0.8275,                0.70412,                 1.4448,                0.99673,                0.99278,                0.99484,                0.88574,                0.55799,                0.37399,                 1.1808,             0.00010108,             0.00010108,             0.00010108
                    229,                 0.7621,                0.66523,                 1.3858,                0.99637,                0.99283,                0.99484,                0.90051,                0.52104,                0.36252,                 1.1601,              9.712e-05,              9.712e-05,              9.712e-05
                    230,                0.78722,                0.71037,                 1.4173,                0.99771,                0.99087,                0.99484,                0.89413,                0.52072,                0.36519,                 1.1613,              9.316e-05,              9.316e-05,              9.316e-05
                    231,                0.79949,                0.70007,                 1.4062,                0.99785,                0.99015,                0.99484,                0.90077,                0.52289,                0.36522,                 1.1583,               8.92e-05,               8.92e-05,               8.92e-05
                    232,                0.81304,                0.67724,                  1.391,                0.99763,                0.99009,                0.99484,                0.89543,                0.52198,                0.36136,                 1.1655,              8.524e-05,              8.524e-05,              8.524e-05
                    233,                0.81001,                0.70173,                 1.4549,                0.99752,                0.99025,                0.99484,                0.89269,                0.53422,                0.36578,                 1.1774,              8.128e-05,              8.128e-05,              8.128e-05
                    234,                0.84315,                0.70763,                 1.4456,                0.99518,                0.99292,                0.99484,                0.90055,                0.50853,                0.36322,                 1.1454,              7.732e-05,              7.732e-05,              7.732e-05
                    235,                0.81117,                0.67285,                 1.4137,                0.99776,                 0.9908,                0.99484,                0.90415,                0.51519,                0.36937,                 1.1462,              7.336e-05,              7.336e-05,              7.336e-05
                    236,                0.78495,                0.65693,                 1.3937,                0.99794,                0.99057,                0.99469,                0.89988,                0.50458,                0.36065,                 1.1503,               6.94e-05,               6.94e-05,               6.94e-05
                    237,                0.77007,                 0.6825,                  1.386,                0.99612,                0.99288,                0.99469,                0.89188,                0.50699,                0.35392,                 1.1548,              6.544e-05,              6.544e-05,              6.544e-05
                    238,                0.77504,                0.66949,                 1.4047,                 0.9964,                0.99273,                0.99484,                0.90248,                0.50461,                0.35068,                 1.1454,              6.148e-05,              6.148e-05,              6.148e-05
                    239,                0.78894,                0.65839,                 1.3921,                0.99667,                0.99244,                0.99484,                 0.8975,                0.53957,                0.36012,                 1.1614,              5.752e-05,              5.752e-05,              5.752e-05
                    240,                0.75682,                 0.6871,                 1.3662,                0.99686,                0.99221,                0.99484,                0.89976,                 0.5223,                0.35676,                  1.153,              5.356e-05,              5.356e-05,              5.356e-05
                    241,                0.62967,                0.55664,                   1.24,                0.99654,                0.99257,                0.99484,                0.89762,                0.51175,                0.35834,                 1.1487,               4.96e-05,               4.96e-05,               4.96e-05
                    242,                 0.5868,                0.51643,                 1.2136,                0.99676,                0.99248,                0.99484,                0.89613,                0.52689,                0.37059,                 1.1507,              4.564e-05,              4.564e-05,              4.564e-05
                    243,                0.61302,                0.48741,                 1.2227,                0.99642,                0.99263,                0.99469,                0.89358,                0.53424,                0.37816,                 1.1536,              4.168e-05,              4.168e-05,              4.168e-05
                    244,                0.60052,                 0.4834,                 1.2194,                0.99571,                0.99272,                0.99469,                0.90422,                0.50735,                0.37214,                 1.1392,              3.772e-05,              3.772e-05,              3.772e-05
                    245,                0.58802,                0.52737,                 1.1998,                0.99507,                0.99278,                0.99469,                0.91416,                0.49461,                0.36491,                 1.1328,              3.376e-05,              3.376e-05,              3.376e-05
                    246,                0.59704,                0.49588,                 1.2072,                0.99727,                0.99049,                0.99469,                0.91076,                0.49263,                0.36012,                 1.1302,               2.98e-05,               2.98e-05,               2.98e-05
                    247,                0.62925,                0.51387,                  1.247,                0.99738,                0.99049,                0.99469,                0.91136,                0.49149,                 0.3589,                  1.127,              2.584e-05,              2.584e-05,              2.584e-05
                    248,                0.59815,                0.47534,                 1.2314,                0.99754,                0.99035,                0.99469,                0.90955,                0.49074,                0.35746,                 1.1276,              2.188e-05,              2.188e-05,              2.188e-05
                    249,                0.59964,                0.47292,                 1.1985,                0.99766,                0.99033,                0.99469,                0.90836,                0.49091,                0.35845,                 1.1277,              1.792e-05,              1.792e-05,              1.792e-05
                    250,                0.62118,                0.48085,                 1.2273,                0.99766,                0.99044,                0.99469,                0.90814,                0.49032,                0.35866,                 1.1272,              1.396e-05,              1.396e-05,              1.396e-05
